CepCod;CidCodMunDipj;CidCod;CidNome;UfSigla;CepEnderLoc;CepBair1;CepBair2
72700000;;95591;BRAZLANDIA;DF;NULL;NULL;NULL
72705010;;95591;BRAZLANDIA;DF;QUADRA 1;Setor Norte;
72705011;;95591;BRAZLANDIA;DF;QUADRA 1 RUA A;Setor Norte;
72705012;;95591;BRAZLANDIA;DF;QUADRA 1 RUA B;Setor Norte;
72705013;;95591;BRAZLANDIA;DF;QUADRA 1 RUA C;Setor Norte;
72705014;;95591;BRAZLANDIA;DF;QUADRA 1 RUA D;Setor Norte;
72705015;;95591;BRAZLANDIA;DF;QUADRA 1 RUA E;Setor Norte;
72705016;;95591;BRAZLANDIA;DF;QUADRA 1 RUA F;Setor Norte;
72705017;;95591;BRAZLANDIA;DF;QUADRA 1 RUA G;Setor Norte;
72705030;;95591;BRAZLANDIA;DF;QUADRA 3;Setor Norte;
72705031;;95591;BRAZLANDIA;DF;QUADRA 3 RUA A;Setor Norte;
72705032;;95591;BRAZLANDIA;DF;QUADRA 3 RUA B;Setor Norte;
72705033;;95591;BRAZLANDIA;DF;QUADRA 3 RUA C;Setor Norte;
72705034;;95591;BRAZLANDIA;DF;QUADRA 3 RUA D;Setor Norte;
72705035;;95591;BRAZLANDIA;DF;QUADRA 3 RUA E;Setor Norte;
72705036;;95591;BRAZLANDIA;DF;QUADRA 3 RUA F;Setor Norte;
72705037;;95591;BRAZLANDIA;DF;QUADRA 3 RUA G;Setor Norte;
72705038;;95591;BRAZLANDIA;DF;QUADRA 3 RUA H;Setor Norte;
72705039;;95591;BRAZLANDIA;DF;QUADRA 3 RUA I;Setor Norte;
72705040;;95591;BRAZLANDIA;DF;QUADRA 3 RUA J;Setor Norte;
72705050;;95591;BRAZLANDIA;DF;QUADRA 5;Setor Norte;
72705051;;95591;BRAZLANDIA;DF;QUADRA 5 RUA A;Setor Norte;
72705052;;95591;BRAZLANDIA;DF;QUADRA 5 RUA B;Setor Norte;
72705053;;95591;BRAZLANDIA;DF;QUADRA 5 RUA C;Setor Norte;
72705500;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES;Setor Norte;
72705501;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO A;Setor Norte;
72705502;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO B;Setor Norte;
72705503;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO C;Setor Norte;
72705504;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO D;Setor Norte;
72705505;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO E;Setor Norte;
72705506;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO F;Setor Norte;
72705507;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO G;Setor Norte;
72705508;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO H;Setor Norte;
72705509;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO I;Setor Norte;
72705510;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO J;Setor Norte;
72705511;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO K;Setor Norte;
72705512;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO L;Setor Norte;
72705513;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO M;Setor Norte;
72705514;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO N;Setor Norte;
72705515;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO O;Setor Norte;
72705516;;95591;BRAZLANDIA;DF;RODOVIµRIO;Setor Norte;
72705517;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO P;Setor Norte;
72705518;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO Q;Setor Norte;
72705519;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO R;Setor Norte;
72705520;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO S;Setor Norte;
72705521;;95591;BRAZLANDIA;DF;CENTRO DE COMêRCIO E DIVERSÂES BLOCO T;Setor Norte;
72705531;;95591;BRAZLANDIA;DF;QUADRA 3 BLOCO A;Setor Norte;
72705532;;95591;BRAZLANDIA;DF;QUADRA 3 BLOCO B;Setor Norte;
72705533;;95591;BRAZLANDIA;DF;QUADRA 3 BLOCO C;Setor Norte;
72705534;;95591;BRAZLANDIA;DF;QUADRA 3 BLOCO D;Setor Norte;
72705620;;95591;BRAZLANDIA;DF;ESPECIAL 2;Setor Norte;
72705700;;95591;BRAZLANDIA;DF;DO LAÄO;Setor Norte;
72705900;;95591;BRAZLANDIA;DF;;SETOR NORTE;
72705970;;95591;BRAZLANDIA;DF;;SETOR NORTE;
72710020;;95591;BRAZLANDIA;DF;QUADRA 2;Setor Norte;
72710021;;95591;BRAZLANDIA;DF;QUADRA 2 RUA A;Setor Norte;
72710022;;95591;BRAZLANDIA;DF;QUADRA 2 RUA B;Setor Norte;
72710023;;95591;BRAZLANDIA;DF;QUADRA 2 RUA C;Setor Norte;
72710024;;95591;BRAZLANDIA;DF;QUADRA 2 RUA D;Setor Norte;
72710025;;95591;BRAZLANDIA;DF;QUADRA 2 RUA E;Setor Norte;
72710026;;95591;BRAZLANDIA;DF;EQ 2/4;Setor Norte;
72710027;;95591;BRAZLANDIA;DF;QUADRA 2 RUA F;Setor Norte;
72710028;;95591;BRAZLANDIA;DF;QUADRA 2 RUA G;Setor Norte;
72710031;;95591;BRAZLANDIA;DF;ESPECIAL 3 BLOCO A;Setor Norte;
72710032;;95591;BRAZLANDIA;DF;ESPECIAL 3 CONJUNTO A;Setor Norte;
72710033;;95591;BRAZLANDIA;DF;ESPECIAL 3 CONJUNTO B;Setor Norte;
72710034;;95591;BRAZLANDIA;DF;ESPECIAL 3 CONJUNTO C;Setor Norte;
72710035;;95591;BRAZLANDIA;DF;ESPECIAL 3 CONJUNTO D;Setor Norte;
72710040;;95591;BRAZLANDIA;DF;QUADRA 4;Setor Norte;
72710041;;95591;BRAZLANDIA;DF;QUADRA 4 RUA A;Setor Norte;
72710042;;95591;BRAZLANDIA;DF;QUADRA 4 RUA B;Setor Norte;
72710043;;95591;BRAZLANDIA;DF;QUADRA 4 RUA C;Setor Norte;
72710044;;95591;BRAZLANDIA;DF;QUADRA 4 RUA D;Setor Norte;
72710045;;95591;BRAZLANDIA;DF;QUADRA 4 RUA E;Setor Norte;
72710046;;95591;BRAZLANDIA;DF;QUADRA 4 RUA F;Setor Norte;
72710047;;95591;BRAZLANDIA;DF;QUADRA 4 RUA G;Setor Norte;
72710060;;95591;BRAZLANDIA;DF;QUADRA 6;Setor Norte;
72710061;;95591;BRAZLANDIA;DF;QUADRA 6 RUA A;Setor Norte;
72710062;;95591;BRAZLANDIA;DF;QUADRA 6 RUA B;Setor Norte;
72710063;;95591;BRAZLANDIA;DF;QUADRA 6 RUA C;Setor Norte;
72710064;;95591;BRAZLANDIA;DF;QUADRA 6 RUA D;Setor Norte;
72710065;;95591;BRAZLANDIA;DF;QUADRA 6 RUA E;Setor Norte;
72710066;;95591;BRAZLANDIA;DF;QUADRA 6 RUA F;Setor Norte;
72710067;;95591;BRAZLANDIA;DF;EQ 6/8;Setor Norte;
72710080;;95591;BRAZLANDIA;DF;QUADRA 8;Setor Norte;
72710081;;95591;BRAZLANDIA;DF;QUADRA 8 RUA A;Setor Norte;
72710082;;95591;BRAZLANDIA;DF;QUADRA 8 RUA B;Setor Norte;
72710083;;95591;BRAZLANDIA;DF;QUADRA 8 RUA C;Setor Norte;
72710084;;95591;BRAZLANDIA;DF;QUADRA 8 RUA D;Setor Norte;
72710085;;95591;BRAZLANDIA;DF;QUADRA 8 RUA E;Setor Norte;
72710086;;95591;BRAZLANDIA;DF;QUADRA 8 RUA F;Setor Norte;
72710100;;95591;BRAZLANDIA;DF;QUADRA 10;Setor Norte;
72710101;;95591;BRAZLANDIA;DF;QUADRA 10 RUA A;Setor Norte;
72710102;;95591;BRAZLANDIA;DF;QUADRA 10 RUA B;Setor Norte;
72710103;;95591;BRAZLANDIA;DF;QUADRA 10 RUA C;Setor Norte;
72710104;;95591;BRAZLANDIA;DF;QUADRA 10 RUA D;Setor Norte;
72710105;;95591;BRAZLANDIA;DF;QUADRA 10 RUA E;Setor Norte;
72710106;;95591;BRAZLANDIA;DF;QUADRA 10 µREA ESPECIAL 2;Setor Norte;
72710120;;95591;BRAZLANDIA;DF;QUADRA 12;Setor Norte;
72710121;;95591;BRAZLANDIA;DF;QUADRA 12 RUA A;Setor Norte;
72710122;;95591;BRAZLANDIA;DF;QUADRA 12 RUA B;Setor Norte;
72710123;;95591;BRAZLANDIA;DF;QUADRA 12 RUA C;Setor Norte;
72710124;;95591;BRAZLANDIA;DF;QUADRA 12 RUA D;Setor Norte;
72710125;;95591;BRAZLANDIA;DF;QUADRA 12 RUA E;Setor Norte;
72710126;;95591;BRAZLANDIA;DF;QUADRA 12 RUA F;Setor Norte;
72710561;;95591;BRAZLANDIA;DF;QUADRA 6 BLOCO A;Setor Norte;
72710562;;95591;BRAZLANDIA;DF;QUADRA 6 BLOCO B;Setor Norte;
72710563;;95591;BRAZLANDIA;DF;QUADRA 6 BLOCO C;Setor Norte;
72710564;;95591;BRAZLANDIA;DF;QUADRA 6 BLOCO D;Setor Norte;
72710581;;95591;BRAZLANDIA;DF;QUADRA 8 BLOCO A;Setor Norte;
72710582;;95591;BRAZLANDIA;DF;QUADRA 8 BLOCO B;Setor Norte;
72710583;;95591;BRAZLANDIA;DF;QUADRA 8 BLOCO C;Setor Norte;
72710584;;95591;BRAZLANDIA;DF;QUADRA 8 BLOCO D;Setor Norte;
72710610;;95591;BRAZLANDIA;DF;ESPECIAL 1;Setor Norte;
72710630;;95591;BRAZLANDIA;DF;ESPECIAL 3;Setor Norte;
72710640;;95591;BRAZLANDIA;DF;ESPECIAL 4;Setor Norte;
72710641;;95591;BRAZLANDIA;DF;ESPECIAL 4 LOTE A;Setor Norte;
72710642;;95591;BRAZLANDIA;DF;ESPECIAL 4 CONJUNTO A;Setor Norte;
72710643;;95591;BRAZLANDIA;DF;ESPECIAL 4 CONJUNTO B;Setor Norte;
72710644;;95591;BRAZLANDIA;DF;ESPECIAL 4 CONJUNTO C;Setor Norte;
72710645;;95591;BRAZLANDIA;DF;ESPECIAL 4 CONJUNTO D;Setor Norte;
72710646;;95591;BRAZLANDIA;DF;ESPECIAL 4 CONJUNTO E;Setor Norte;
72710650;;95591;BRAZLANDIA;DF;ESPECIAL 5;Setor Norte;
72715011;;95591;BRAZLANDIA;DF;QUADRA 1 RUA A;Setor Sul;
72715012;;95591;BRAZLANDIA;DF;QUADRA 1 RUA B;Setor Sul;
72715013;;95591;BRAZLANDIA;DF;QUADRA 1 RUA C;Setor Sul;
72715014;;95591;BRAZLANDIA;DF;QUADRA 1 RUA D;Setor Sul;
72715015;;95591;BRAZLANDIA;DF;QUADRA 1 RUA E;Setor Sul;
72715016;;95591;BRAZLANDIA;DF;QUADRA 1 RUA F;Setor Sul;
72715020;;95591;BRAZLANDIA;DF;QUADRA 2;Setor Sul;
72715021;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO A;Setor Sul;
72715022;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO B;Setor Sul;
72715023;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO C;Setor Sul;
72715024;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO D;Setor Sul;
72715025;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO E;Setor Sul;
72715026;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO F;Setor Sul;
72715027;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO G;Setor Sul;
72715040;;95591;BRAZLANDIA;DF;QUADRA 4;Setor Sul;
72715041;;95591;BRAZLANDIA;DF;QUADRA 4 RUA A;Setor Sul;
72715042;;95591;BRAZLANDIA;DF;QUADRA 4 RUA B;Setor Sul;
72715043;;95591;BRAZLANDIA;DF;QUADRA 4 RUA C;Setor Sul;
72715044;;95591;BRAZLANDIA;DF;QUADRA 4 RUA D;Setor Sul;
72715045;;95591;BRAZLANDIA;DF;QUADRA 4 RUA E;Setor Sul;
72715046;;95591;BRAZLANDIA;DF;QUADRA 4 RUA F;Setor Sul;
72715100;;95591;BRAZLANDIA;DF;ESPORTIVO;Setor Sul;
72715500;;95591;BRAZLANDIA;DF;QUADRA 1;Setor Sul;
72715511;;95591;BRAZLANDIA;DF;QUADRA 1 BLOCO A;Setor Sul;
72715512;;95591;BRAZLANDIA;DF;QUADRA 1 BLOCO B;Setor Sul;
72715541;;95591;BRAZLANDIA;DF;QUADRA 4 BLOCO A;Setor Sul;
72715542;;95591;BRAZLANDIA;DF;QUADRA 4 BLOCO B;Setor Sul;
72715543;;95591;BRAZLANDIA;DF;QUADRA 4 BLOCO C;Setor Sul;
72715544;;95591;BRAZLANDIA;DF;QUADRA 4 BLOCO D;Setor Sul;
72715610;;95591;BRAZLANDIA;DF;ESPECIAL 1;Setor Sul;
72715620;;95591;BRAZLANDIA;DF;ESPECIAL 2;Setor Sul;
72715630;;95591;BRAZLANDIA;DF;ESPECIAL 3;Setor Sul;
72715640;;95591;BRAZLANDIA;DF;ESPECIAL 4;Setor Sul;
72715650;;95591;BRAZLANDIA;DF;ESPECIAL 5;Setor Sul;
72715700;;95591;BRAZLANDIA;DF;DE CHµCARAS;Setor Sul;
72720000;;95591;BRAZLANDIA;DF;ADMINISTRATIVA;Setor Tradicional;
72720010;;95591;BRAZLANDIA;DF;QUADRA 1;Setor Tradicional;
72720020;;95591;BRAZLANDIA;DF;QUADRA 2;Setor Tradicional;
72720030;;95591;BRAZLANDIA;DF;QUADRA 3;Setor Tradicional;
72720040;;95591;BRAZLANDIA;DF;QUADRA 4;Setor Tradicional;
72720050;;95591;BRAZLANDIA;DF;QUADRA 5;Setor Tradicional;
72720060;;95591;BRAZLANDIA;DF;QUADRA 6;Setor Tradicional;
72720070;;95591;BRAZLANDIA;DF;QUADRA 7;Setor Tradicional;
72720080;;95591;BRAZLANDIA;DF;QUADRA 8;Setor Tradicional;
72720090;;95591;BRAZLANDIA;DF;QUADRA 9;Setor Tradicional;
72720100;;95591;BRAZLANDIA;DF;QUADRA 10;Setor Tradicional;
72720110;;95591;BRAZLANDIA;DF;QUADRA 11;Setor Tradicional;
72720120;;95591;BRAZLANDIA;DF;QUADRA 12;Setor Tradicional;
72720130;;95591;BRAZLANDIA;DF;QUADRA 13;Setor Tradicional;
72720140;;95591;BRAZLANDIA;DF;QUADRA 14;Setor Tradicional;
72720150;;95591;BRAZLANDIA;DF;QUADRA 15;Setor Tradicional;
72720160;;95591;BRAZLANDIA;DF;QUADRA 16;Setor Tradicional;
72720170;;95591;BRAZLANDIA;DF;QUADRA 17;Setor Tradicional;
72720180;;95591;BRAZLANDIA;DF;QUADRA 18;Setor Tradicional;
72720190;;95591;BRAZLANDIA;DF;QUADRA 19;Setor Tradicional;
72720200;;95591;BRAZLANDIA;DF;QUADRA 20;Setor Tradicional;
72720210;;95591;BRAZLANDIA;DF;QUADRA 21;Setor Tradicional;
72720220;;95591;BRAZLANDIA;DF;QUADRA 22;Setor Tradicional;
72720230;;95591;BRAZLANDIA;DF;QUADRA 23;Setor Tradicional;
72720240;;95591;BRAZLANDIA;DF;QUADRA 24;Setor Tradicional;
72720250;;95591;BRAZLANDIA;DF;QUADRA 25;Setor Tradicional;
72720260;;95591;BRAZLANDIA;DF;QUADRA 26;Setor Tradicional;
72720270;;95591;BRAZLANDIA;DF;QUADRA 27;Setor Tradicional;
72720280;;95591;BRAZLANDIA;DF;QUADRA 28;Setor Tradicional;
72720610;;95591;BRAZLANDIA;DF;ESPECIAL 1;Setor Tradicional;
72720620;;95591;BRAZLANDIA;DF;ESPECIAL 2;Setor Tradicional;
72720625;;95591;BRAZLANDIA;DF;DE CLUBE 02;Setor Tradicional;
72720630;;95591;BRAZLANDIA;DF;ESPECIAL 3;Setor Tradicional;
72720640;;95591;BRAZLANDIA;DF;ESPECIAL 4;Setor Tradicional;
72720650;;95591;BRAZLANDIA;DF;ESPECIAL 5;Setor Tradicional;
72720660;;95591;BRAZLANDIA;DF;ESPECIAL 6;Setor Tradicional;
72720700;;95591;BRAZLANDIA;DF;S«O SEBASTI«O;Setor Tradicional;
72720901;;95591;BRAZLANDIA;DF;;SETOR TRADICIONAL;
72725015;;95591;BRAZLANDIA;DF;EQ 1/3;Veredas;
72725100;;95591;BRAZLANDIA;DF;QUADRA 1;Veredas;
72725101;;95591;BRAZLANDIA;DF;QUADRA 1 CONJUNTO A;Veredas;
72725102;;95591;BRAZLANDIA;DF;QUADRA 1 CONJUNTO B;Veredas;
72725103;;95591;BRAZLANDIA;DF;QUADRA 1 CONJUNTO C;Veredas;
72725104;;95591;BRAZLANDIA;DF;QUADRA 1 CONJUNTO D;Veredas;
72725105;;95591;BRAZLANDIA;DF;QUADRA 1 CONJUNTO E;Veredas;
72725106;;95591;BRAZLANDIA;DF;QUADRA 1 CONJUNTO F;Veredas;
72725107;;95591;BRAZLANDIA;DF;QUADRA 1 CONJUNTO G;Veredas;
72725108;;95591;BRAZLANDIA;DF;QUADRA 1 CONJUNTO H;Veredas;
72725200;;95591;BRAZLANDIA;DF;QUADRA 2;Veredas;
72725201;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO A;Veredas;
72725202;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO B;Veredas;
72725203;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO C;Veredas;
72725204;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO D;Veredas;
72725205;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO E;Veredas;
72725206;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO F;Veredas;
72725207;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO G;Veredas;
72725208;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO H;Veredas;
72725209;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO I;Veredas;
72725210;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO J;Veredas;
72725211;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO K;Veredas;
72725212;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO L;Veredas;
72725213;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO M;Veredas;
72725214;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO N;Veredas;
72725215;;95591;BRAZLANDIA;DF;QUADRA 2 CONJUNTO O;Veredas;
72725300;;95591;BRAZLANDIA;DF;QUADRA 3;Veredas;
72725301;;95591;BRAZLANDIA;DF;QUADRA 3 CONJUNTO A;Veredas;
72725302;;95591;BRAZLANDIA;DF;QUADRA 3 CONJUNTO B;Veredas;
72725303;;95591;BRAZLANDIA;DF;QUADRA 3 CONJUNTO C;Veredas;
72725304;;95591;BRAZLANDIA;DF;QUADRA 3 CONJUNTO D;Veredas;
72725305;;95591;BRAZLANDIA;DF;QUADRA 3 CONJUNTO E;Veredas;
72725306;;95591;BRAZLANDIA;DF;QUADRA 3 CONJUNTO F;Veredas;
72725307;;95591;BRAZLANDIA;DF;QUADRA 3 CONJUNTO G;Veredas;
72725308;;95591;BRAZLANDIA;DF;QUADRA 3 CONJUNTO H;Veredas;
72725400;;95591;BRAZLANDIA;DF;QUADRA 4;Veredas;
72725401;;95591;BRAZLANDIA;DF;QUADRA 4 CONJUNTO A;Veredas;
72725402;;95591;BRAZLANDIA;DF;QUADRA 4 CONJUNTO B;Veredas;
72725403;;95591;BRAZLANDIA;DF;QUADRA 4 CONJUNTO C;Veredas;
72725404;;95591;BRAZLANDIA;DF;QUADRA 4 CONJUNTO D;Veredas;
72725405;;95591;BRAZLANDIA;DF;QUADRA 4 CONJUNTO E;Veredas;
72725406;;95591;BRAZLANDIA;DF;QUADRA 4 CONJUNTO F;Veredas;
72725407;;95591;BRAZLANDIA;DF;QUADRA 4 CONJUNTO G;Veredas;
72725408;;95591;BRAZLANDIA;DF;QUADRA 4 CONJUNTO H;Veredas;
72725409;;95591;BRAZLANDIA;DF;QUADRA 4 CONJUNTO I;Veredas;
72725410;;95591;BRAZLANDIA;DF;QUADRA 4 CONJUNTO J;Veredas;
72725411;;95591;BRAZLANDIA;DF;QUADRA 4 CONJUNTO K;Veredas;
72725412;;95591;BRAZLANDIA;DF;QUADRA 4 CONJUNTO L;Veredas;
72725541;;95591;BRAZLANDIA;DF;QUADRA 4 BLOCO 1;Veredas;
72725542;;95591;BRAZLANDIA;DF;QUADRA 4 BLOCO 2;Veredas;
72725543;;95591;BRAZLANDIA;DF;QUADRA 4 BLOCO 3;Veredas;
72725544;;95591;BRAZLANDIA;DF;QUADRA 4 BLOCO 4;Veredas;
72725545;;95591;BRAZLANDIA;DF;QUADRA 4 BLOCO 5;Veredas;
72726100;;95591;BRAZLANDIA;DF;QUADRA 5;Veredas;
72726101;;95591;BRAZLANDIA;DF;QUADRA 5 CONJUNTO A;Veredas;
72726102;;95591;BRAZLANDIA;DF;QUADRA 5 CONJUNTO B;Veredas;
72726103;;95591;BRAZLANDIA;DF;QUADRA 5 CONJUNTO C;Veredas;
72726104;;95591;BRAZLANDIA;DF;QUADRA 5 CONJUNTO D;Veredas;
72726105;;95591;BRAZLANDIA;DF;QUADRA 5 CONJUNTO E;Veredas;
72726106;;95591;BRAZLANDIA;DF;QUADRA 5 CONJUNTO F;Veredas;
72726107;;95591;BRAZLANDIA;DF;QUADRA 5 CONJUNTO G;Veredas;
72726108;;95591;BRAZLANDIA;DF;QUADRA 5 CONJUNTO H;Veredas;
72726109;;95591;BRAZLANDIA;DF;QUADRA 5 CONJUNTO I;Veredas;
72726110;;95591;BRAZLANDIA;DF;QUADRA 5 CONJUNTO J;Veredas;
72726111;;95591;BRAZLANDIA;DF;QUADRA 5 CONJUNTO K;Veredas;
72726112;;95591;BRAZLANDIA;DF;QUADRA 5 CONJUNTO L;Veredas;
72726113;;95591;BRAZLANDIA;DF;QUADRA 5 CONJUNTO M;Veredas;
72726114;;95591;BRAZLANDIA;DF;QUADRA 5 CONJUNTO N;Veredas;
72726115;;95591;BRAZLANDIA;DF;QUADRA 5 CONJUNTO O;Veredas;
72726600;;95591;BRAZLANDIA;DF;QUADRA 6;Veredas;
72726601;;95591;BRAZLANDIA;DF;QUADRA 6 CONJUNTO A;Veredas;
72726602;;95591;BRAZLANDIA;DF;QUADRA 6 CONJUNTO B;Veredas;
72726603;;95591;BRAZLANDIA;DF;QUADRA 6 CONJUNTO C;Veredas;
72726604;;95591;BRAZLANDIA;DF;QUADRA 6 CONJUNTO D;Veredas;
72726605;;95591;BRAZLANDIA;DF;QUADRA 6 CONJUNTO E;Veredas;
72726606;;95591;BRAZLANDIA;DF;QUADRA 6 CONJUNTO F;Veredas;
72726607;;95591;BRAZLANDIA;DF;QUADRA 6 CONJUNTO G;Veredas;
72726608;;95591;BRAZLANDIA;DF;QUADRA 6 CONJUNTO H;Veredas;
72726609;;95591;BRAZLANDIA;DF;QUADRA 6 CONJUNTO I;Veredas;
72726610;;95591;BRAZLANDIA;DF;QUADRA 6 CONJUNTO J;Veredas;
72726611;;95591;BRAZLANDIA;DF;QUADRA 6 CONJUNTO K;Veredas;
72734000;;95591;BRAZLANDIA;DF;QUADRA 34;Vila S∆o JosÇ;
72734007;;95591;BRAZLANDIA;DF;QUADRA 34 CONJUNTO G;Vila S∆o JosÇ;
72734008;;95591;BRAZLANDIA;DF;QUADRA 34 CONJUNTO H;Vila S∆o JosÇ;
72734009;;95591;BRAZLANDIA;DF;QUADRA 34 CONJUNTO I;Vila S∆o JosÇ;
72734010;;95591;BRAZLANDIA;DF;QUADRA 34 CONJUNTO J;Vila S∆o JosÇ;
72735000;;95591;BRAZLANDIA;DF;QUADRA 35;Vila S∆o JosÇ;
72735001;;95591;BRAZLANDIA;DF;QUADRA 35 CONJUNTO A;Vila S∆o JosÇ;
72735002;;95591;BRAZLANDIA;DF;QUADRA 35 CONJUNTO B;Vila S∆o JosÇ;
72735003;;95591;BRAZLANDIA;DF;QUADRA 35 CONJUNTO C;Vila S∆o JosÇ;
72735004;;95591;BRAZLANDIA;DF;QUADRA 35 CONJUNTO D;Vila S∆o JosÇ;
72735005;;95591;BRAZLANDIA;DF;QUADRA 35 CONJUNTO E;Vila S∆o JosÇ;
72735006;;95591;BRAZLANDIA;DF;QUADRA 35 CONJUNTO F;Vila S∆o JosÇ;
72735007;;95591;BRAZLANDIA;DF;QUADRA 35 CONJUNTO G;Vila S∆o JosÇ;
72735008;;95591;BRAZLANDIA;DF;QUADRA 35 CONJUNTO H;Vila S∆o JosÇ;
72735009;;95591;BRAZLANDIA;DF;QUADRA 35 CONJUNTO I;Vila S∆o JosÇ;
72735010;;95591;BRAZLANDIA;DF;QUADRA 35 CONJUNTO J;Vila S∆o JosÇ;
72735011;;95591;BRAZLANDIA;DF;QUADRA 35 CONJUNTO K;Vila S∆o JosÇ;
72735012;;95591;BRAZLANDIA;DF;QUADRA 35 CONJUNTO L;Vila S∆o JosÇ;
72735013;;95591;BRAZLANDIA;DF;QUADRA 35 CONJUNTO M;Vila S∆o JosÇ;
72735501;;95591;BRAZLANDIA;DF;QUADRA 35 BLOCO A;Vila S∆o JosÇ;
72735502;;95591;BRAZLANDIA;DF;QUADRA 35 BLOCO B;Vila S∆o JosÇ;
72735510;;95591;BRAZLANDIA;DF;EQ 35/36;Vila S∆o JosÇ;
72735511;;95591;BRAZLANDIA;DF;EQ 35/36 BLOCO A;Vila S∆o JosÇ;
72735512;;95591;BRAZLANDIA;DF;EQ 35/36 BLOCO B;Vila S∆o JosÇ;
72735513;;95591;BRAZLANDIA;DF;EQ 35/36 BLOCO C;Vila S∆o JosÇ;
72735514;;95591;BRAZLANDIA;DF;EQ 35/36 BLOCO D;Vila S∆o JosÇ;
72735515;;95591;BRAZLANDIA;DF;EQ 35/36 BLOCO E;Vila S∆o JosÇ;
72735520;;95591;BRAZLANDIA;DF;EQ 35/45;Vila S∆o JosÇ;
72736000;;95591;BRAZLANDIA;DF;QUADRA 36;Vila S∆o JosÇ;
72736001;;95591;BRAZLANDIA;DF;QUADRA 36 CONJUNTO A;Vila S∆o JosÇ;
72736002;;95591;BRAZLANDIA;DF;QUADRA 36 CONJUNTO B;Vila S∆o JosÇ;
72736003;;95591;BRAZLANDIA;DF;QUADRA 36 CONJUNTO C;Vila S∆o JosÇ;
72736004;;95591;BRAZLANDIA;DF;QUADRA 36 CONJUNTO D;Vila S∆o JosÇ;
72736005;;95591;BRAZLANDIA;DF;QUADRA 36 CONJUNTO E;Vila S∆o JosÇ;
72736006;;95591;BRAZLANDIA;DF;QUADRA 36 CONJUNTO F;Vila S∆o JosÇ;
72736007;;95591;BRAZLANDIA;DF;QUADRA 36 CONJUNTO G;Vila S∆o JosÇ;
72736008;;95591;BRAZLANDIA;DF;QUADRA 36 CONJUNTO H;Vila S∆o JosÇ;
72736009;;95591;BRAZLANDIA;DF;QUADRA 36 CONJUNTO I;Vila S∆o JosÇ;
72736010;;95591;BRAZLANDIA;DF;QUADRA 36 CONJUNTO J;Vila S∆o JosÇ;
