CepCod;CidCodMunDipj;CidCod;CidNome;UfSigla;CepEnderLoc;CepBair1;CepBair2
72220044;;95583;CEILANDIA;DF;QNN 4 CONJUNTO D;CeilÉndia Sul;
72220045;;95583;CEILANDIA;DF;QNN 4 CONJUNTO E;CeilÉndia Sul;
72220046;;95583;CEILANDIA;DF;QNN 4 CONJUNTO F;CeilÉndia Sul;
72220047;;95583;CEILANDIA;DF;QNN 4 CONJUNTO G;CeilÉndia Sul;
72220048;;95583;CEILANDIA;DF;QNN 4 CONJUNTO H;CeilÉndia Sul;
72220049;;95583;CEILANDIA;DF;QNN 4 CONJUNTO I;CeilÉndia Sul;
72220050;;95583;CEILANDIA;DF;QNN 4 CONJUNTO J;CeilÉndia Sul;
72220051;;95583;CEILANDIA;DF;QNN 4 CONJUNTO K;CeilÉndia Sul;
72220052;;95583;CEILANDIA;DF;QNN 4 CONJUNTO L;CeilÉndia Sul;
72220053;;95583;CEILANDIA;DF;QNN 4 CONJUNTO M;CeilÉndia Sul;
72220054;;95583;CEILANDIA;DF;QNN 4 CONJUNTO N;CeilÉndia Sul;
72220055;;95583;CEILANDIA;DF;QNN 4 CONJUNTO O;CeilÉndia Sul;
72220056;;95583;CEILANDIA;DF;QNN 4 CONJUNTO P;CeilÉndia Sul;
72220060;;95583;CEILANDIA;DF;QNN 6;CeilÉndia Sul;
72220061;;95583;CEILANDIA;DF;QNN 6 CONJUNTO A;CeilÉndia Sul;
72220062;;95583;CEILANDIA;DF;QNN 6 CONJUNTO B;CeilÉndia Sul;
72220063;;95583;CEILANDIA;DF;QNN 6 CONJUNTO C;CeilÉndia Sul;
72220064;;95583;CEILANDIA;DF;QNN 6 CONJUNTO D;CeilÉndia Sul;
72220065;;95583;CEILANDIA;DF;QNN 6 CONJUNTO E;CeilÉndia Sul;
72220066;;95583;CEILANDIA;DF;QNN 6 CONJUNTO F;CeilÉndia Sul;
72220067;;95583;CEILANDIA;DF;QNN 6 CONJUNTO G;CeilÉndia Sul;
72220068;;95583;CEILANDIA;DF;QNN 6 CONJUNTO H;CeilÉndia Sul;
72220069;;95583;CEILANDIA;DF;QNN 6 CONJUNTO I;CeilÉndia Sul;
72220070;;95583;CEILANDIA;DF;QNN 6 CONJUNTO J;CeilÉndia Sul;
72220071;;95583;CEILANDIA;DF;QNN 6 CONJUNTO K;CeilÉndia Sul;
72220072;;95583;CEILANDIA;DF;QNN 6 CONJUNTO L;CeilÉndia Sul;
72220073;;95583;CEILANDIA;DF;QNN 6 CONJUNTO M;CeilÉndia Sul;
72220074;;95583;CEILANDIA;DF;QNN 6 CONJUNTO N;CeilÉndia Sul;
72220075;;95583;CEILANDIA;DF;QNN 6 CONJUNTO O;CeilÉndia Sul;
72220076;;95583;CEILANDIA;DF;QNN 6 CONJUNTO P;CeilÉndia Sul;
72220080;;95583;CEILANDIA;DF;QNN 8;CeilÉndia Sul;
72220081;;95583;CEILANDIA;DF;QNN 8 CONJUNTO A;CeilÉndia Sul;
72220082;;95583;CEILANDIA;DF;QNN 8 CONJUNTO B;CeilÉndia Sul;
72220083;;95583;CEILANDIA;DF;QNN 8 CONJUNTO C;CeilÉndia Sul;
72220084;;95583;CEILANDIA;DF;QNN 8 CONJUNTO D;CeilÉndia Sul;
72220085;;95583;CEILANDIA;DF;QNN 8 CONJUNTO E;CeilÉndia Sul;
72220086;;95583;CEILANDIA;DF;QNN 8 CONJUNTO F;CeilÉndia Sul;
72220087;;95583;CEILANDIA;DF;QNN 8 CONJUNTO G;CeilÉndia Sul;
72220088;;95583;CEILANDIA;DF;QNN 8 CONJUNTO H;CeilÉndia Sul;
72220089;;95583;CEILANDIA;DF;QNN 8 CONJUNTO I;CeilÉndia Sul;
72220090;;95583;CEILANDIA;DF;QNN 8 CONJUNTO J;CeilÉndia Sul;
72220091;;95583;CEILANDIA;DF;QNN 8 CONJUNTO K;CeilÉndia Sul;
72220092;;95583;CEILANDIA;DF;QNN 8 CONJUNTO L;CeilÉndia Sul;
72220093;;95583;CEILANDIA;DF;QNN 8 CONJUNTO M;CeilÉndia Sul;
72220094;;95583;CEILANDIA;DF;QNN 8 CONJUNTO N;CeilÉndia Sul;
72220095;;95583;CEILANDIA;DF;QNN 8 CONJUNTO O;CeilÉndia Sul;
72220096;;95583;CEILANDIA;DF;QNN 8 CONJUNTO P;CeilÉndia Sul;
72220100;;95583;CEILANDIA;DF;QNN 10;CeilÉndia Sul;
72220101;;95583;CEILANDIA;DF;QNN 10 CONJUNTO A;CeilÉndia Sul;
72220102;;95583;CEILANDIA;DF;QNN 10 CONJUNTO B;CeilÉndia Sul;
72220103;;95583;CEILANDIA;DF;QNN 10 CONJUNTO C;CeilÉndia Sul;
72220104;;95583;CEILANDIA;DF;QNN 10 CONJUNTO D;CeilÉndia Sul;
72220105;;95583;CEILANDIA;DF;QNN 10 CONJUNTO E;CeilÉndia Sul;
72220106;;95583;CEILANDIA;DF;QNN 10 CONJUNTO F;CeilÉndia Sul;
72220107;;95583;CEILANDIA;DF;QNN 10 CONJUNTO G;CeilÉndia Sul;
72220108;;95583;CEILANDIA;DF;QNN 10 CONJUNTO H;CeilÉndia Sul;
72220120;;95583;CEILANDIA;DF;QNN 12;CeilÉndia Sul;
72220140;;95583;CEILANDIA;DF;QNN 14;CeilÉndia Sul;
72220141;;95583;CEILANDIA;DF;QNN 14 M‡DULO A;CeilÉndia Sul;
72220160;;95583;CEILANDIA;DF;QNN 16;CeilÉndia Sul;
72220161;;95583;CEILANDIA;DF;QNN 16 M‡DULO A;CeilÉndia Sul;
72220162;;95583;CEILANDIA;DF;QNN 16 M‡DULO B;CeilÉndia Sul;
72220163;;95583;CEILANDIA;DF;QNN 16 M‡DULO C;CeilÉndia Sul;
72220164;;95583;CEILANDIA;DF;QNN 16 M‡DULO D;CeilÉndia Sul;
72220165;;95583;CEILANDIA;DF;QNN 16 M‡DULO E;CeilÉndia Sul;
72220166;;95583;CEILANDIA;DF;QNN 16 M‡DULO F;CeilÉndia Sul;
72220167;;95583;CEILANDIA;DF;QNN 16 M‡DULO G;CeilÉndia Sul;
72220180;;95583;CEILANDIA;DF;QNN 18;CeilÉndia Sul;
72220181;;95583;CEILANDIA;DF;QNN 18 CONJUNTO A;CeilÉndia Sul;
72220182;;95583;CEILANDIA;DF;QNN 18 CONJUNTO B;CeilÉndia Sul;
72220183;;95583;CEILANDIA;DF;QNN 18 CONJUNTO C;CeilÉndia Sul;
72220184;;95583;CEILANDIA;DF;QNN 18 CONJUNTO D;CeilÉndia Sul;
72220185;;95583;CEILANDIA;DF;QNN 18 CONJUNTO E;CeilÉndia Sul;
72220186;;95583;CEILANDIA;DF;QNN 18 CONJUNTO F;CeilÉndia Sul;
72220187;;95583;CEILANDIA;DF;QNN 18 CONJUNTO G;CeilÉndia Sul;
72220188;;95583;CEILANDIA;DF;QNN 18 CONJUNTO H;CeilÉndia Sul;
72220200;;95583;CEILANDIA;DF;QNN 20;CeilÉndia Sul;
72220201;;95583;CEILANDIA;DF;QNN 20 CONJUNTO A;CeilÉndia Sul;
72220202;;95583;CEILANDIA;DF;QNN 20 CONJUNTO B;CeilÉndia Sul;
72220203;;95583;CEILANDIA;DF;QNN 20 CONJUNTO C;CeilÉndia Sul;
72220204;;95583;CEILANDIA;DF;QNN 20 CONJUNTO D;CeilÉndia Sul;
72220205;;95583;CEILANDIA;DF;QNN 20 CONJUNTO E;CeilÉndia Sul;
72220206;;95583;CEILANDIA;DF;QNN 20 CONJUNTO F;CeilÉndia Sul;
72220207;;95583;CEILANDIA;DF;QNN 20 CONJUNTO G;CeilÉndia Sul;
72220208;;95583;CEILANDIA;DF;QNN 20 CONJUNTO H;CeilÉndia Sul;
72220209;;95583;CEILANDIA;DF;QNN 20 CONJUNTO I;CeilÉndia Sul;
72220210;;95583;CEILANDIA;DF;QNN 20 CONJUNTO J;CeilÉndia Sul;
72220211;;95583;CEILANDIA;DF;QNN 20 CONJUNTO K;CeilÉndia Sul;
72220212;;95583;CEILANDIA;DF;QNN 20 CONJUNTO L;CeilÉndia Sul;
72220213;;95583;CEILANDIA;DF;QNN 20 CONJUNTO M;CeilÉndia Sul;
72220214;;95583;CEILANDIA;DF;QNN 20 CONJUNTO N;CeilÉndia Sul;
72220215;;95583;CEILANDIA;DF;QNN 20 CONJUNTO O;CeilÉndia Sul;
72220216;;95583;CEILANDIA;DF;QNN 20 CONJUNTO P;CeilÉndia Sul;
72220220;;95583;CEILANDIA;DF;QNN 22;CeilÉndia Sul;
72220221;;95583;CEILANDIA;DF;QNN 22 CONJUNTO A;CeilÉndia Sul;
72220222;;95583;CEILANDIA;DF;QNN 22 CONJUNTO B;CeilÉndia Sul;
72220223;;95583;CEILANDIA;DF;QNN 22 CONJUNTO C;CeilÉndia Sul;
72220224;;95583;CEILANDIA;DF;QNN 22 CONJUNTO D;CeilÉndia Sul;
72220225;;95583;CEILANDIA;DF;QNN 22 CONJUNTO E;CeilÉndia Sul;
72220226;;95583;CEILANDIA;DF;QNN 22 CONJUNTO F;CeilÉndia Sul;
72220227;;95583;CEILANDIA;DF;QNN 22 CONJUNTO G;CeilÉndia Sul;
72220228;;95583;CEILANDIA;DF;QNN 22 CONJUNTO H;CeilÉndia Sul;
72220229;;95583;CEILANDIA;DF;QNN 22 CONJUNTO I;CeilÉndia Sul;
72220230;;95583;CEILANDIA;DF;QNN 22 CONJUNTO J;CeilÉndia Sul;
72220231;;95583;CEILANDIA;DF;QNN 22 CONJUNTO K;CeilÉndia Sul;
72220232;;95583;CEILANDIA;DF;QNN 22 CONJUNTO L;CeilÉndia Sul;
72220233;;95583;CEILANDIA;DF;QNN 22 CONJUNTO M;CeilÉndia Sul;
72220234;;95583;CEILANDIA;DF;QNN 22 CONJUNTO N;CeilÉndia Sul;
72220235;;95583;CEILANDIA;DF;QNN 22 CONJUNTO O;CeilÉndia Sul;
72220236;;95583;CEILANDIA;DF;QNN 22 CONJUNTO P;CeilÉndia Sul;
72220240;;95583;CEILANDIA;DF;QNN 24;CeilÉndia Sul;
72220241;;95583;CEILANDIA;DF;QNN 24 CONJUNTO A;CeilÉndia Sul;
72220242;;95583;CEILANDIA;DF;QNN 24 CONJUNTO B;CeilÉndia Sul;
72220243;;95583;CEILANDIA;DF;QNN 24 CONJUNTO C;CeilÉndia Sul;
72220244;;95583;CEILANDIA;DF;QNN 24 CONJUNTO D;CeilÉndia Sul;
72220245;;95583;CEILANDIA;DF;QNN 24 CONJUNTO E;CeilÉndia Sul;
72220246;;95583;CEILANDIA;DF;QNN 24 CONJUNTO F;CeilÉndia Sul;
72220247;;95583;CEILANDIA;DF;QNN 24 CONJUNTO G;CeilÉndia Sul;
72220248;;95583;CEILANDIA;DF;QNN 24 CONJUNTO H;CeilÉndia Sul;
72220249;;95583;CEILANDIA;DF;QNN 24 CONJUNTO I;CeilÉndia Sul;
72220250;;95583;CEILANDIA;DF;QNN 24 CONJUNTO J;CeilÉndia Sul;
72220251;;95583;CEILANDIA;DF;QNN 24 CONJUNTO K;CeilÉndia Sul;
72220252;;95583;CEILANDIA;DF;QNN 24 CONJUNTO L;CeilÉndia Sul;
72220253;;95583;CEILANDIA;DF;QNN 24 CONJUNTO M;CeilÉndia Sul;
72220254;;95583;CEILANDIA;DF;QNN 24 CONJUNTO N;CeilÉndia Sul;
72220255;;95583;CEILANDIA;DF;QNN 24 CONJUNTO O;CeilÉndia Sul;
72220256;;95583;CEILANDIA;DF;QNN 24 CONJUNTO P;CeilÉndia Sul;
72220260;;95583;CEILANDIA;DF;QNN 26;CeilÉndia Sul;
72220261;;95583;CEILANDIA;DF;QNN 26 CONJUNTO A;CeilÉndia Sul;
72220262;;95583;CEILANDIA;DF;QNN 26 CONJUNTO B;CeilÉndia Sul;
72220263;;95583;CEILANDIA;DF;QNN 26 CONJUNTO C;CeilÉndia Sul;
72220264;;95583;CEILANDIA;DF;QNN 26 CONJUNTO D;CeilÉndia Sul;
72220265;;95583;CEILANDIA;DF;QNN 26 CONJUNTO E;CeilÉndia Sul;
72220266;;95583;CEILANDIA;DF;QNN 26 CONJUNTO F;CeilÉndia Sul;
72220267;;95583;CEILANDIA;DF;QNN 26 CONJUNTO G;CeilÉndia Sul;
72220268;;95583;CEILANDIA;DF;QNN 26 CONJUNTO H;CeilÉndia Sul;
72220280;;95583;CEILANDIA;DF;QNN 28;CeilÉndia Sul;
72220281;;95583;CEILANDIA;DF;QNN 28 µREA ESPECIAL A;CeilÉndia Sul;
72220282;;95583;CEILANDIA;DF;QNN 28 µREA ESPECIAL B;CeilÉndia Sul;
72220283;;95583;CEILANDIA;DF;QNN 28 µREA ESPECIAL C;CeilÉndia Sul;
72220284;;95583;CEILANDIA;DF;QNN 28 µREA ESPECIAL D;CeilÉndia Sul;
72220285;;95583;CEILANDIA;DF;QNN 28 µREA ESPECIAL E;CeilÉndia Sul;
72220286;;95583;CEILANDIA;DF;QNN 28 µREA ESPECIAL F;CeilÉndia Sul;
72220287;;95583;CEILANDIA;DF;QNN 28 µREA ESPECIAL G;CeilÉndia Sul;
72220288;;95583;CEILANDIA;DF;QNN 28 µREA ESPECIAL H;CeilÉndia Sul;
72220289;;95583;CEILANDIA;DF;QNN 28 µREA ESPECIAL I;CeilÉndia Sul;
72220290;;95583;CEILANDIA;DF;QNN 28 µREA ESPECIAL J;CeilÉndia Sul;
72220291;;95583;CEILANDIA;DF;QNN 28 µREA ESPECIAL K;CeilÉndia Sul;
72220300;;95583;CEILANDIA;DF;QNN 30;CeilÉndia Sul;
72220301;;95583;CEILANDIA;DF;QNN 30 µREA ESPECIAL A;CeilÉndia Sul;
72220302;;95583;CEILANDIA;DF;QNN 30 µREA ESPECIAL B;CeilÉndia Sul;
72220303;;95583;CEILANDIA;DF;QNN 30 µREA ESPECIAL C;CeilÉndia Sul;
72220304;;95583;CEILANDIA;DF;QNN 30 µREA ESPECIAL D;CeilÉndia Sul;
72220305;;95583;CEILANDIA;DF;QNN 30 µREA ESPECIAL E;CeilÉndia Sul;
72220306;;95583;CEILANDIA;DF;QNN 30 µREA ESPECIAL F;CeilÉndia Sul;
72220307;;95583;CEILANDIA;DF;QNN 30 µREA ESPECIAL G;CeilÉndia Sul;
72220308;;95583;CEILANDIA;DF;QNN 30 µREA ESPECIAL H;CeilÉndia Sul;
72220309;;95583;CEILANDIA;DF;QNN 30 µREA ESPECIAL I;CeilÉndia Sul;
72220310;;95583;CEILANDIA;DF;QNN 30 µREA ESPECIAL J;CeilÉndia Sul;
72220311;;95583;CEILANDIA;DF;QNN 30 µREA ESPECIAL K;CeilÉndia Sul;
72220320;;95583;CEILANDIA;DF;QNN 32;CeilÉndia Sul;
72220321;;95583;CEILANDIA;DF;QNN 32 µREA ESPECIAL A;CeilÉndia Sul;
72220322;;95583;CEILANDIA;DF;QNN 32 µREA ESPECIAL B;CeilÉndia Sul;
72220323;;95583;CEILANDIA;DF;QNN 32 µREA ESPECIAL C;CeilÉndia Sul;
72220324;;95583;CEILANDIA;DF;QNN 32 µREA ESPECIAL D;CeilÉndia Sul;
72220325;;95583;CEILANDIA;DF;QNN 32 µREA ESPECIAL E;CeilÉndia Sul;
72220326;;95583;CEILANDIA;DF;QNN 32 µREA ESPECIAL F;CeilÉndia Sul;
72220327;;95583;CEILANDIA;DF;QNN 32 µREA ESPECIAL G;CeilÉndia Sul;
72220328;;95583;CEILANDIA;DF;QNN 32 µREA ESPECIAL H;CeilÉndia Sul;
72220329;;95583;CEILANDIA;DF;QNN 32 µREA ESPECIAL I;CeilÉndia Sul;
72220330;;95583;CEILANDIA;DF;QNN 32 µREA ESPECIAL J;CeilÉndia Sul;
72220331;;95583;CEILANDIA;DF;QNN 32 µREA ESPECIAL K;CeilÉndia Sul;
72220340;;95583;CEILANDIA;DF;QNN 34;CeilÉndia Sul;
72220341;;95583;CEILANDIA;DF;QNN 34 µREA ESPECIAL A;CeilÉndia Sul;
72220342;;95583;CEILANDIA;DF;QNN 34 µREA ESPECIAL B;CeilÉndia Sul;
72220343;;95583;CEILANDIA;DF;QNN 34 µREA ESPECIAL C;CeilÉndia Sul;
72220344;;95583;CEILANDIA;DF;QNN 34 µREA ESPECIAL D;CeilÉndia Sul;
72220345;;95583;CEILANDIA;DF;QNN 34 µREA ESPECIAL E;CeilÉndia Sul;
72220346;;95583;CEILANDIA;DF;QNN 34 µREA ESPECIAL F;CeilÉndia Sul;
72220360;;95583;CEILANDIA;DF;QNN 36;CeilÉndia Sul;
72220361;;95583;CEILANDIA;DF;QNN 36 CONJUNTO A;CeilÉndia Sul;
72220362;;95583;CEILANDIA;DF;QNN 36 CONJUNTO B;CeilÉndia Sul;
72220363;;95583;CEILANDIA;DF;QNN 36 CONJUNTO C;CeilÉndia Sul;
72220364;;95583;CEILANDIA;DF;QNN 36 CONJUNTO D;CeilÉndia Sul;
72220365;;95583;CEILANDIA;DF;QNN 36 CONJUNTO E;CeilÉndia Sul;
72220366;;95583;CEILANDIA;DF;QNN 36 µREA ESPECIAL 1;CeilÉndia Sul;
72220380;;95583;CEILANDIA;DF;QNN 38;CeilÉndia Sul;
72220381;;95583;CEILANDIA;DF;QNN 38 CONJUNTO A;CeilÉndia Sul;
72220382;;95583;CEILANDIA;DF;QNN 38 CONJUNTO B;CeilÉndia Sul;
72220383;;95583;CEILANDIA;DF;QNN 38 CONJUNTO C;CeilÉndia Sul;
72220384;;95583;CEILANDIA;DF;QNN 38 CONJUNTO D;CeilÉndia Sul;
72220385;;95583;CEILANDIA;DF;QNN 38 CONJUNTO E;CeilÉndia Sul;
72220386;;95583;CEILANDIA;DF;QNN 38 CONJUNTO F;CeilÉndia Sul;
72220387;;95583;CEILANDIA;DF;QNN 38 CONJUNTO G;CeilÉndia Sul;
72220388;;95583;CEILANDIA;DF;QNN 38 µREA ESPECIAL 1;CeilÉndia Sul;
72220389;;95583;CEILANDIA;DF;QNN 38 µREA ESPECIAL 2;CeilÉndia Sul;
72220400;;95583;CEILANDIA;DF;QNN 40;CeilÉndia Sul;
72220401;;95583;CEILANDIA;DF;QNN 40 CONJUNTO A;CeilÉndia Sul;
72220402;;95583;CEILANDIA;DF;QNN 40 CONJUNTO B;CeilÉndia Sul;
72220403;;95583;CEILANDIA;DF;QNN 40 CONJUNTO C;CeilÉndia Sul;
72220404;;95583;CEILANDIA;DF;QNN 40 CONJUNTO D;CeilÉndia Sul;
72220405;;95583;CEILANDIA;DF;QNN 40 CONJUNTO E;CeilÉndia Sul;
72220406;;95583;CEILANDIA;DF;QNN 40 CONJUNTO F;CeilÉndia Sul;
72220407;;95583;CEILANDIA;DF;QNN 40 CONJUNTO G;CeilÉndia Sul;
72220408;;95583;CEILANDIA;DF;QNN 40 CONJUNTO H;CeilÉndia Sul;
72220409;;95583;CEILANDIA;DF;QNN 40 CONJUNTO I;CeilÉndia Sul;
72220410;;95583;CEILANDIA;DF;QNN 40 CONJUNTO J;CeilÉndia Sul;
72220411;;95583;CEILANDIA;DF;QNN 40 µREA ESPECIAL 1;CeilÉndia Sul;
72220500;;95583;CEILANDIA;DF;CNN 2;CeilÉndia Centro;
72220501;;95583;CEILANDIA;DF;CNN 2 BLOCO A;CeilÉndia Centro;
72220502;;95583;CEILANDIA;DF;CNN 2 BLOCO B;CeilÉndia Centro;
72220503;;95583;CEILANDIA;DF;CNN 2 BLOCO C;CeilÉndia Centro;
72220504;;95583;CEILANDIA;DF;CNN 2 BLOCO D;CeilÉndia Centro;
72220505;;95583;CEILANDIA;DF;CNN 2 BLOCO E;CeilÉndia Centro;
72220506;;95583;CEILANDIA;DF;CNN 2 BLOCO F;CeilÉndia Centro;
72220510;;95583;CEILANDIA;DF;EQNN 2/4;CeilÉndia Sul;
72220511;;95583;CEILANDIA;DF;EQNN 2/4 BLOCO A;CeilÉndia Sul;
72220512;;95583;CEILANDIA;DF;EQNN 2/4 BLOCO B;CeilÉndia Sul;
72220513;;95583;CEILANDIA;DF;EQNN 2/4 BLOCO C;CeilÉndia Sul;
72220514;;95583;CEILANDIA;DF;EQNN 2/4 BLOCO D;CeilÉndia Sul;
72220515;;95583;CEILANDIA;DF;EQNN 2/4 BLOCO E;CeilÉndia Sul;
72220516;;95583;CEILANDIA;DF;EQNN 2/4 BLOCO F;CeilÉndia Sul;
72220520;;95583;CEILANDIA;DF;EQNN 4/6;CeilÉndia Sul;
72220521;;95583;CEILANDIA;DF;EQNN 4/6 BLOCO A;CeilÉndia Sul;
72220522;;95583;CEILANDIA;DF;EQNN 4/6 BLOCO B;CeilÉndia Sul;
72220523;;95583;CEILANDIA;DF;EQNN 4/6 BLOCO C;CeilÉndia Sul;
72220524;;95583;CEILANDIA;DF;EQNN 4/6 BLOCO D;CeilÉndia Sul;
72220525;;95583;CEILANDIA;DF;EQNN 4/6 BLOCO E;CeilÉndia Sul;
72220530;;95583;CEILANDIA;DF;EQNN 6/8;CeilÉndia Sul;
72220531;;95583;CEILANDIA;DF;EQNN 6/8 BLOCO A;CeilÉndia Sul;
72220532;;95583;CEILANDIA;DF;EQNN 6/8 BLOCO B;CeilÉndia Sul;
72220533;;95583;CEILANDIA;DF;EQNN 6/8 BLOCO C;CeilÉndia Sul;
72220534;;95583;CEILANDIA;DF;EQNN 6/8 BLOCO D;CeilÉndia Sul;
72220535;;95583;CEILANDIA;DF;EQNN 6/8 BLOCO E;CeilÉndia Sul;
72220536;;95583;CEILANDIA;DF;EQNN 6/8 BLOCO F;CeilÉndia Sul;
72220540;;95583;CEILANDIA;DF;EQNN 8/10;CeilÉndia Sul;
72220541;;95583;CEILANDIA;DF;EQNN 8/10 BLOCO A;CeilÉndia Sul;
72220542;;95583;CEILANDIA;DF;EQNN 8/10 BLOCO B;CeilÉndia Sul;
72220543;;95583;CEILANDIA;DF;EQNN 8/10 BLOCO C;CeilÉndia Sul;
72220544;;95583;CEILANDIA;DF;EQNN 8/10 BLOCO D;CeilÉndia Sul;
72220545;;95583;CEILANDIA;DF;EQNN 8/10 BLOCO E;CeilÉndia Sul;
72220546;;95583;CEILANDIA;DF;EQNN 8/10 BLOCO F;CeilÉndia Sul;
72220550;;95583;CEILANDIA;DF;EQNN 18/20;CeilÉndia Sul;
72220551;;95583;CEILANDIA;DF;EQNN 18/20 BLOCO A;CeilÉndia Sul;
72220552;;95583;CEILANDIA;DF;EQNN 18/20 BLOCO B;CeilÉndia Sul;
72220553;;95583;CEILANDIA;DF;EQNN 18/20 BLOCO C;CeilÉndia Sul;
72220554;;95583;CEILANDIA;DF;EQNN 18/20 BLOCO D;CeilÉndia Sul;
72220555;;95583;CEILANDIA;DF;EQNN 18/20 BLOCO E;CeilÉndia Sul;
72220556;;95583;CEILANDIA;DF;EQNN 18/20 BLOCO F;CeilÉndia Sul;
72220560;;95583;CEILANDIA;DF;EQNN 20/22;CeilÉndia Sul;
72220561;;95583;CEILANDIA;DF;EQNN 20/22 BLOCO A;CeilÉndia Sul;
72220562;;95583;CEILANDIA;DF;EQNN 20/22 BLOCO B;CeilÉndia Sul;
72220563;;95583;CEILANDIA;DF;EQNN 20/22 BLOCO C;CeilÉndia Sul;
72220564;;95583;CEILANDIA;DF;EQNN 20/22 BLOCO D;CeilÉndia Sul;
72220565;;95583;CEILANDIA;DF;EQNN 20/22 BLOCO E;CeilÉndia Sul;
72220566;;95583;CEILANDIA;DF;EQNN 20/22 BLOCO F;CeilÉndia Sul;
72220570;;95583;CEILANDIA;DF;EQNN 22/24;CeilÉndia Sul;
72220571;;95583;CEILANDIA;DF;EQNN 22/24 BLOCO A;CeilÉndia Sul;
72220572;;95583;CEILANDIA;DF;EQNN 22/24 BLOCO B;CeilÉndia Sul;
72220573;;95583;CEILANDIA;DF;EQNN 22/24 BLOCO C;CeilÉndia Sul;
72220574;;95583;CEILANDIA;DF;EQNN 22/24 BLOCO D;CeilÉndia Sul;
72220575;;95583;CEILANDIA;DF;EQNN 22/24 BLOCO E;CeilÉndia Sul;
72220576;;95583;CEILANDIA;DF;EQNN 22/24 BLOCO F;CeilÉndia Sul;
72220580;;95583;CEILANDIA;DF;EQNN 24/26;CeilÉndia Sul;
72220581;;95583;CEILANDIA;DF;EQNN 24/26 BLOCO A;CeilÉndia Sul;
72220582;;95583;CEILANDIA;DF;EQNN 24/26 BLOCO B;CeilÉndia Sul;
72220583;;95583;CEILANDIA;DF;EQNN 24/26 BLOCO C;CeilÉndia Sul;
72220584;;95583;CEILANDIA;DF;EQNN 24/26 BLOCO D;CeilÉndia Sul;
72220585;;95583;CEILANDIA;DF;EQNN 24/26 BLOCO E;CeilÉndia Sul;
72220586;;95583;CEILANDIA;DF;EQNN 24/26 BLOCO F;CeilÉndia Sul;
72220591;;95583;CEILANDIA;DF;QNN 36 BLOCO 1;CeilÉndia Sul;
72220592;;95583;CEILANDIA;DF;QNN 38 BLOCO 1;CeilÉndia Sul;
72220593;;95583;CEILANDIA;DF;QNN 40 BLOCO 1;CeilÉndia Sul;
72220594;;95583;CEILANDIA;DF;QNN 40 BLOCO 2;CeilÉndia Sul;
72220970;;95583;CEILANDIA;DF;;CEIL∂NDIA CENTRO;
72225010;;95583;CEILANDIA;DF;QNN 1;CeilÉndia Norte;
72225011;;95583;CEILANDIA;DF;QNN 1 CONJUNTO A;CeilÉndia Norte;
72225012;;95583;CEILANDIA;DF;QNN 1 CONJUNTO B;CeilÉndia Norte;
72225013;;95583;CEILANDIA;DF;QNN 1 CONJUNTO C;CeilÉndia Norte;
72225014;;95583;CEILANDIA;DF;QNN 1 CONJUNTO D;CeilÉndia Norte;
72225015;;95583;CEILANDIA;DF;QNN 1 CONJUNTO E;CeilÉndia Norte;
72225016;;95583;CEILANDIA;DF;QNN 1 CONJUNTO F;CeilÉndia Norte;
72225017;;95583;CEILANDIA;DF;QNN 1 CONJUNTO G;CeilÉndia Norte;
72225018;;95583;CEILANDIA;DF;QNN 1 CONJUNTO H;CeilÉndia Norte;
72225030;;95583;CEILANDIA;DF;QNN 3;CeilÉndia Norte;
72225031;;95583;CEILANDIA;DF;QNN 3 CONJUNTO A;CeilÉndia Norte;
72225032;;95583;CEILANDIA;DF;QNN 3 CONJUNTO B;CeilÉndia Norte;
72225033;;95583;CEILANDIA;DF;QNN 3 CONJUNTO C;CeilÉndia Norte;
72225034;;95583;CEILANDIA;DF;QNN 3 CONJUNTO D;CeilÉndia Norte;
72225035;;95583;CEILANDIA;DF;QNN 3 CONJUNTO E;CeilÉndia Norte;
72225036;;95583;CEILANDIA;DF;QNN 3 CONJUNTO F;CeilÉndia Norte;
72225037;;95583;CEILANDIA;DF;QNN 3 CONJUNTO G;CeilÉndia Norte;
72225038;;95583;CEILANDIA;DF;QNN 3 CONJUNTO H;CeilÉndia Norte;
72225039;;95583;CEILANDIA;DF;QNN 3 CONJUNTO I;CeilÉndia Norte;
72225040;;95583;CEILANDIA;DF;QNN 3 CONJUNTO J;CeilÉndia Norte;
72225041;;95583;CEILANDIA;DF;QNN 3 CONJUNTO K;CeilÉndia Norte;
72225042;;95583;CEILANDIA;DF;QNN 3 CONJUNTO L;CeilÉndia Norte;
72225043;;95583;CEILANDIA;DF;QNN 3 CONJUNTO M;CeilÉndia Norte;
72225044;;95583;CEILANDIA;DF;QNN 3 CONJUNTO N;CeilÉndia Norte;
72225045;;95583;CEILANDIA;DF;QNN 3 CONJUNTO O;CeilÉndia Norte;
72225046;;95583;CEILANDIA;DF;QNN 3 CONJUNTO P;CeilÉndia Norte;
72225050;;95583;CEILANDIA;DF;QNN 5;CeilÉndia Norte;
72225051;;95583;CEILANDIA;DF;QNN 5 CONJUNTO A;CeilÉndia Norte;
72225052;;95583;CEILANDIA;DF;QNN 5 CONJUNTO B;CeilÉndia Norte;
72225053;;95583;CEILANDIA;DF;QNN 5 CONJUNTO C;CeilÉndia Norte;
